_id,wdt_counter,program_version,time_stamp,latitude,longitude,air_temp,air_pressure,bottom_distance,water_temp,surface_distance,battery_voltage,gps_satellites,iridium_signal,iridium_retries,dtc_values_0,dtc_values_1,dtc_values_2,dtc_values_3,dtc_values_4,dtc_values_5,dtc_values_6,dtc_values_7,dtc_values_8,dtc_values_9,dtc_values_10,dtc_values_11,dtc_values_12,dtc_values_13,dtc_values_14,dtc_values_15,dtc_values_16,dtc_values_17,dtc_values_18,dtc_values_19,dtc_values_20,dtc_values_21,dtc_values_22,dtc_values_23,dtc_values_24,dtc_values_25,dtc_values_26,dtc_values_27,dtc_values_28,dtc_values_29,dtc_values_30,dtc_values_31,dtc_values_32,dtc_values_33,dtc_values_34,dtc_values_35,dtc_values_36,dtc_values_37,dtc_values_38,dtc_values_39,dtc_values_40,dtc_values_41,dtc_values_42,dtc_values_43,dtc_values_44,dtc_values_45,dtc_values_46,dtc_values_47,dtc_values_48,dtc_values_49,dtc_values_50,dtc_values_51,dtc_values_52,dtc_values_53,dtc_values_54,dtc_values_55,dtc_values_56,dtc_values_57,dtc_values_58,dtc_values_59,dtc_values_60,dtc_values_61,dtc_values_62,dtc_values_63,dtc_values_64,dtc_values_65,dtc_values_66,dtc_values_67,dtc_values_68,dtc_values_69,dtc_values_70,dtc_values_71,dtc_values_72,dtc_values_73,dtc_values_74,dtc_values_75,dtc_values_76,dtc_values_77,dtc_values_78,dtc_values_79,dtc_values_80,dtc_values_81,dtc_values_82,dtc_values_83,dtc_values_84,dtc_values_85,dtc_values_86,dtc_values_87,dtc_values_88,dtc_values_89,dtc_values_90,dtc_values_91,dtc_values_92,dtc_values_93,dtc_values_94,dtc_values_95,dtc_values_96,dtc_values_97,dtc_values_98,dtc_values_99,dtc_values_100,dtc_values_101,dtc_values_102,dtc_values_103,dtc_values_104,dtc_values_105,dtc_values_106,dtc_values_107,dtc_values_108,dtc_values_109,dtc_values_110,dtc_values_111,dtc_values_112,dtc_values_113,dtc_values_114,dtc_values_115,dtc_values_116,dtc_values_117,dtc_values_118,dtc_values_119,dtc_values_120,dtc_values_121,dtc_values_122,dtc_values_123,dtc_values_124,dtc_values_125,dtc_values_126,dtc_values_127,dtc_values_128,dtc_values_129,dtc_values_130,dtc_values_131,dtc_values_132,dtc_values_133,dtc_values_134,dtc_values_135,dtc_values_136,dtc_values_137,dtc_values_138,dtc_values_139,dtc_values_140,dtc_values_141,dtc_values_142,dtc_values_143,dtc_values_144,dtc_values_145,dtc_values_146,dtc_values_147,dtc_values_148,dtc_values_149,dtc_values_150,dtc_values_151,dtc_values_152,dtc_values_153,dtc_values_154,dtc_values_155,dtc_values_156,dtc_values_157,dtc_values_158,dtc_values_159,filename
6890a13947d08710f7faf548,16,8,1754308830,78.762864,-155.42048,-2.6875,1013.9,1.38,-1.85,1.017,18,7,4,0,-2.3125,-2.4375,-2.4375,-2.4375,-2.5,-2.5,-2.5,-2.4375,-2.4375,-2.4375,-2.375,-2.375,-2.5,-2.375,-2.3125,-2.4375,-2.4375,-2.4375,-2.375,-2.375,-2.375,-2.4375,-2.3125,-2.125,-2.3125,-2.1875,-2.25,-2.125,-2.4375,-2.4375,-2.375,-2.3125,-2.375,-2.0625,-2,-1.625,-1.25,-0.5625,-0.3125,-0.3125,-0.25,-0.3125,-0.25,-0.1875,-0.375,-0.375,-0.375,-0.375,-0.3125,-0.4375,-0.375,-0.3125,-0.375,-0.375,-0.375,-0.5,-0.5,-0.4375,-0.4375,-0.5,-0.5625,-0.4375,-0.5,-0.5625,-0.6875,-0.625,-0.6875,-0.6875,-0.6875,-0.625,-0.625,-0.6875,-0.625,-0.6875,-0.75,-0.75,-0.8125,-0.8125,-0.9375,-0.8125,-0.875,-1.125,-1.0625,-1.0625,-1.0625,-0.875,-1.125,-1.0625,-1.125,-1.375,-1.1875,-1.4375,-1.25,-1.375,-1.4375,-1.4375,-1.4375,-1.375,-1.25,-1.3125,-1.5,-1.25,-1.3125,-1.5,-1.1875,-1.3125,-1.375,-1.3125,-1.3125,-1.4375,-1.375,-1.3125,-1.5,-1.5,-1.3125,-1.375,-1.1875,-1.375,-1.375,-1.3125,-1.3125,-1.3125,-1.3125,-1.3125,-1.4375,-1.25,-1.0625,-1.5,-1.375,-1.375,-1.3125,-1.25,-1.375,-1.3125,-1.25,-1.3125,-1.3125,-1.3125,-1.3125,-1.1875,-1.25,-1.5,-1.5,-1.4375,-1.3125,-1.4375,-1.3125,-1.375,-1.375,-1.375,-1.375,-1.4375,-1.375,-1.3125,-1.4375,-1.4375,-1.4375,-1.375,-1.375,-1.1875,301434061846300_000027.sbd
6890d96947d08710f7faf5f3,17,8,1754323231,78.77276,-155.401152,-1.375,1014.1,1.38,-1.85,1.02,17.98,5,5,0,-0.75,-0.875,-0.875,-0.9375,-1,-0.875,-0.9375,-0.875,-0.875,-0.875,-0.75,-0.8125,-0.9375,-0.8125,-0.75,-0.875,-0.9375,-0.9375,-0.875,-0.875,-0.875,-0.9375,-0.8125,-0.625,-0.875,-0.6875,-0.6875,-0.5,-0.9375,-1,-1.0625,-1.0625,-1.3125,-1.125,-1.25,-1,-0.875,-0.5,-0.3125,-0.25,-0.1875,-0.25,-0.1875,-0.125,-0.3125,-0.3125,-0.25,-0.3125,-0.25,-0.375,-0.3125,-0.25,-0.3125,-0.3125,-0.3125,-0.4375,-0.5,-0.375,-0.375,-0.4375,-0.5,-0.375,-0.5,-0.5625,-0.625,-0.5625,-0.625,-0.625,-0.6875,-0.625,-0.5625,-0.6875,-0.625,-0.6875,-0.75,-0.75,-0.8125,-0.8125,-0.9375,-0.875,-0.9375,-1.125,-1.0625,-1.0625,-1.0625,-0.875,-1.0625,-1.0625,-1.125,-1.3125,-1.1875,-1.375,-1.25,-1.375,-1.5,-1.4375,-1.4375,-1.375,-1.3125,-1.3125,-1.5,-1.3125,-1.3125,-1.5,-1.25,-1.3125,-1.375,-1.3125,-1.3125,-1.4375,-1.375,-1.3125,-1.5,-1.4375,-1.3125,-1.375,-1.1875,-1.375,-1.375,-1.3125,-1.3125,-1.3125,-1.3125,-1.3125,-1.5,-1.25,-1.0625,-1.5,-1.375,-1.375,-1.3125,-1.25,-1.375,-1.3125,-1.25,-1.3125,-1.375,-1.25,-1.3125,-1.1875,-1.25,-1.5,-1.4375,-1.4375,-1.375,-1.5,-1.375,-1.375,-1.375,-1.375,-1.375,-1.375,-1.375,-1.3125,-1.4375,-1.5,-1.4375,-1.375,-1.375,-1.1875,301434061846300_000028.sbd
689111ac47d08710f7faf64a,18,8,1754337630,78.75804,-155.254368,-1.375,1014.1,1.4,-1.81,1.024,17.98,7,5,0,0.5625,0.375,0.375,0.3125,0.25,0.25,0.25,0.25,0.25,0.25,0.3125,0.3125,0.125,0.1875,0.25,0.125,0.125,0.1875,0.1875,0.25,0.25,0.1875,0.1875,0.375,0.0625,0.1875,0.0625,0,-0.625,-0.8125,-0.9375,-1.0625,-1.3125,-1.1875,-1.3125,-1.0625,-1,-0.5625,-0.25,-0.1875,-0.125,-0.1875,-0.0625,0,-0.1875,-0.1875,-0.125,-0.125,-0.0625,-0.1875,-0.1875,-0.125,-0.1875,-0.1875,-0.1875,-0.3125,-0.3125,-0.25,-0.25,-0.3125,-0.375,-0.25,-0.3125,-0.4375,-0.5,-0.5,-0.5,-0.5625,-0.5625,-0.5,-0.5,-0.625,-0.5625,-0.625,-0.625,-0.6875,-0.6875,-0.6875,-0.875,-0.75,-0.8125,-1.0625,-1,-0.9375,-1,-0.875,-1.0625,-1,-1.0625,-1.3125,-1.1875,-1.375,-1.1875,-1.3125,-1.375,-1.4375,-1.375,-1.3125,-1.3125,-1.25,-1.4375,-1.1875,-1.25,-1.4375,-1.1875,-1.25,-1.3125,-1.3125,-1.3125,-1.4375,-1.3125,-1.3125,-1.4375,-1.4375,-1.3125,-1.375,-1.125,-1.3125,-1.3125,-1.3125,-1.25,-1.3125,-1.3125,-1.3125,-1.4375,-1.1875,-1.0625,-1.4375,-1.375,-1.3125,-1.25,-1.1875,-1.3125,-1.25,-1.1875,-1.25,-1.3125,-1.25,-1.3125,-1.125,-1.25,-1.4375,-1.4375,-1.375,-1.3125,-1.4375,-1.3125,-1.3125,-1.375,-1.3125,-1.375,-1.375,-1.375,-1.25,-1.375,-1.4375,-1.375,-1.375,-1.3125,-1.1875,301434061846300_000029.sbd
689149c821a83bf16dfaf37b,19,8,1754352030,78.739608,-155.236288,-1.375,1014.4,0.61,-1.81,1.022,17.98,8,5,0,0.4375,0.25,0.25,0.1875,0.125,0.1875,0.1875,0.1875,0.1875,0.1875,0.25,0.25,0.125,0.1875,0.1875,0.125,0.125,0.125,0.125,0.1875,0.1875,0.1875,0.25,0.375,0.125,0.25,0.1875,0.1875,-0.4375,-0.6875,-0.75,-0.8125,-1.0625,-0.9375,-1,-0.8125,-0.75,-0.5,-0.25,-0.1875,-0.0625,-0.125,-0.125,0,-0.25,-0.3125,-0.375,-0.4375,-0.375,-0.4375,-0.375,-0.3125,-0.375,-0.375,-0.375,-0.5,-0.5,-0.375,-0.4375,-0.5,-0.5,-0.375,-0.5,-0.5625,-0.625,-0.625,-0.625,-0.6875,-0.6875,-0.6875,-0.625,-0.6875,-0.6875,-0.75,-0.75,-0.8125,-0.8125,-0.875,-1,-0.875,-0.875,-1.125,-1.0625,-1.0625,-1,-0.875,-1.125,-1.0625,-1.125,-1.375,-1.1875,-1.3125,-1.25,-1.375,-1.4375,-1.4375,-1.375,-1.3125,-1.25,-1.25,-1.4375,-1.25,-1.25,-1.4375,-1.1875,-1.25,-1.3125,-1.3125,-1.3125,-1.4375,-1.3125,-1.3125,-1.4375,-1.4375,-1.25,-1.375,-1.125,-1.3125,-1.3125,-1.25,-1.25,-1.3125,-1.25,-1.3125,-1.5,-1.1875,-1.0625,-1.4375,-1.3125,-1.3125,-1.25,-1.1875,-1.3125,-1.25,-1.1875,-1.25,-1.3125,-1.25,-1.3125,-1.125,-1.25,-1.4375,-1.375,-1.375,-1.3125,-1.4375,-1.3125,-1.3125,-1.375,-1.375,-1.375,-1.375,-1.375,-1.25,-1.375,-1.4375,-1.375,-1.375,-1.3125,-1.125,301434061846300_000030.sbd
6891822d47d08710f7faf74b,20,8,1754366430,78.745696,-155.198176,-1.6875,1013.9,1.4,-1.81,1.021,17.95,6,4,0,0.5,0.3125,0.3125,0.25,0.125,0.1875,0.1875,0.1875,0.1875,0.125,0.25,0.25,0.125,0.125,0.25,0.125,0.125,0.1875,0.1875,0.25,0.25,0.1875,0.25,0.4375,0.1875,0.3125,0.1875,0.1875,-0.6875,-1,-1.0625,-1.125,-1.375,-1.125,-1.3125,-1.0625,-0.75,-0.5,-0.25,-0.1875,-0.125,-0.1875,-0.125,0,-0.1875,-0.25,-0.1875,-0.25,-0.1875,-0.3125,-0.25,-0.25,-0.25,-0.25,-0.25,-0.375,-0.4375,-0.3125,-0.3125,-0.375,-0.4375,-0.3125,-0.4375,-0.5,-0.5625,-0.5,-0.5625,-0.5625,-0.625,-0.5625,-0.5625,-0.625,-0.5625,-0.625,-0.6875,-0.6875,-0.75,-0.75,-0.875,-0.8125,-0.875,-1.0625,-1.0625,-1,-1,-0.875,-1.125,-1.0625,-1.125,-1.3125,-1.1875,-1.4375,-1.1875,-1.4375,-1.375,-1.4375,-1.375,-1.3125,-1.25,-1.3125,-1.4375,-1.25,-1.25,-1.4375,-1.1875,-1.3125,-1.3125,-1.3125,-1.3125,-1.4375,-1.3125,-1.3125,-1.5,-1.4375,-1.3125,-1.375,-1.125,-1.3125,-1.375,-1.3125,-1.25,-1.3125,-1.3125,-1.3125,-1.4375,-1.25,-1.0625,-1.5,-1.375,-1.375,-1.3125,-1.25,-1.3125,-1.25,-1.1875,-1.3125,-1.3125,-1.25,-1.3125,-1.1875,-1.1875,-1.4375,-1.4375,-1.4375,-1.3125,-1.4375,-1.3125,-1.375,-1.375,-1.375,-1.375,-1.375,-1.375,-1.25,-1.375,-1.4375,-1.4375,-1.375,-1.3125,-1.1875,301434061846300_000031.sbd
6891ba4847d08710f7faf7a2,21,8,1754380830,78.735168,-155.07648,-2,1014.3,1.4,-1.83,1.018,17.95,6,5,0,-1.25,-1.375,-1.375,-1.4375,-1.4375,-1.4375,-1.4375,-1.375,-1.375,-1.4375,-1.3125,-1.3125,-1.4375,-1.3125,-1.25,-1.375,-1.375,-1.375,-1.375,-1.3125,-1.3125,-1.375,-1.25,-1.0625,-1.3125,-1.1875,-1.1875,-1.0625,-1.4375,-1.4375,-1.375,-1.3125,-1.4375,-1.125,-1.3125,-1.0625,-0.8125,-0.5,-0.25,-0.25,-0.1875,-0.25,-0.1875,-0.125,-0.3125,-0.3125,-0.3125,-0.375,-0.3125,-0.4375,-0.375,-0.3125,-0.375,-0.375,-0.375,-0.5,-0.5,-0.375,-0.4375,-0.5,-0.5625,-0.4375,-0.5,-0.5625,-0.625,-0.625,-0.625,-0.6875,-0.6875,-0.6875,-0.625,-0.6875,-0.625,-0.75,-0.8125,-0.8125,-0.875,-0.875,-1,-0.9375,-1,-1.1875,-1.125,-1.125,-1.125,-0.9375,-1.125,-1.125,-1.1875,-1.4375,-1.25,-1.375,-1.3125,-1.4375,-1.375,-1.5,-1.375,-1.375,-1.25,-1.3125,-1.4375,-1.3125,-1.3125,-1.4375,-1.25,-1.3125,-1.375,-1.3125,-1.3125,-1.4375,-1.3125,-1.3125,-1.4375,-1.4375,-1.3125,-1.375,-1.125,-1.3125,-1.3125,-1.3125,-1.3125,-1.3125,-1.3125,-1.3125,-1.5,-1.25,-1.0625,-1.5,-1.375,-1.375,-1.3125,-1.25,-1.3125,-1.3125,-1.1875,-1.3125,-1.3125,-1.25,-1.3125,-1.125,-1.25,-1.5,-1.4375,-1.375,-1.3125,-1.4375,-1.375,-1.375,-1.375,-1.375,-1.375,-1.375,-1.375,-1.3125,-1.4375,-1.4375,-1.375,-1.375,-1.375,-1.1875,301434061846300_000032.sbd
6891f28321a83bf16dfaf47c,22,8,1754395230,78.71972,-155.091296,-1.8125,1014.6,1.4,-1.85,1.018,17.95,8,5,0,-1.375,-1.5,-1.5,-1.5625,-1.5625,-1.5625,-1.5625,-1.5625,-1.5,-1.5625,-1.4375,-1.4375,-1.5625,-1.4375,-1.4375,-1.5625,-1.5625,-1.5625,-1.5,-1.5,-1.5,-1.5625,-1.4375,-1.25,-1.5,-1.375,-1.4375,-1.3125,-1.625,-1.625,-1.5625,-1.5,-1.5625,-1.375,-1.5,-1.25,-0.875,-0.5,-0.25,-0.25,-0.1875,-0.25,-0.25,-0.125,-0.3125,-0.3125,-0.3125,-0.375,-0.3125,-0.4375,-0.4375,-0.375,-0.375,-0.4375,-0.4375,-0.5625,-0.5625,-0.4375,-0.4375,-0.5,-0.625,-0.4375,-0.5625,-0.625,-0.6875,-0.6875,-0.6875,-0.6875,-0.75,-0.6875,-0.6875,-0.75,-0.6875,-0.75,-0.8125,-0.875,-0.875,-0.9375,-1.0625,-0.9375,-1.0625,-1.25,-1.1875,-1.125,-1.1875,-1,-1.1875,-1.1875,-1.25,-1.4375,-1.3125,-1.5,-1.3125,-1.5,-1.4375,-1.5,-1.4375,-1.375,-1.25,-1.3125,-1.4375,-1.25,-1.3125,-1.5,-1.25,-1.3125,-1.375,-1.3125,-1.3125,-1.4375,-1.375,-1.3125,-1.5,-1.4375,-1.3125,-1.375,-1.1875,-1.3125,-1.375,-1.3125,-1.25,-1.3125,-1.3125,-1.3125,-1.4375,-1.25,-1.0625,-1.5,-1.375,-1.375,-1.3125,-1.25,-1.375,-1.3125,-1.25,-1.3125,-1.3125,-1.25,-1.3125,-1.1875,-1.25,-1.5,-1.4375,-1.4375,-1.375,-1.5,-1.375,-1.375,-1.4375,-1.375,-1.375,-1.375,-1.375,-1.3125,-1.4375,-1.4375,-1.4375,-1.375,-1.375,-1.1875,301434061846300_000033.sbd
